timestamp,q0,q1,q2,q3,accel_x,accel_y,accel_z
373262756,0.830503,-0.00264437,-0.0174302,-0.556736,-0.16441,0.209553,-0.142392
373371756,0.828937,-0.00313256,-0.0204002,-0.558962,-0.0260449,0.0810938,0.13769
373470756,0.828504,-0.00085782,-0.0167651,-0.559732,-0.0735738,0.117234,-0.119011
373579756,0.828041,-0.00266912,-0.0215658,-0.560247,0.108884,0.220649,0.0835108
373688756,0.829015,-0.00181736,-0.0191664,-0.558894,-0.23827,0.252889,0.0240376
373787756,0.825064,-0.00342982,-0.0229975,-0.56456,-0.0486203,0.227099,-0.0492684
373896756,0.820773,-0.00547645,-0.0239512,-0.570726,-0.58833,0.361268,0.00226312
373995756,0.817731,0.000342029,-0.0185955,-0.575299,0.0767442,0.68754,-0.718904
374104756,0.817675,0.0109886,-0.00530952,-0.57555,-1.21369,0.714578,0.0172934
374203756,0.809672,0.0221036,0.0110514,-0.586362,-1.39755,0.528043,-0.620302
374312756,0.790579,0.0284828,0.016207,-0.611483,-0.815165,0.308284,-0.13221
374421756,0.765968,0.0289266,0.0132489,-0.642091,-0.188516,0.340525,0.170748
374520756,0.741418,0.0267734,0.0154011,-0.670333,0.0396715,0.411846,-0.0938476
374629756,0.712045,0.0211945,0.017369,-0.701598,0.594277,0.261533,-0.097833
374728756,0.686583,0.0195512,0.0171925,-0.726585,0.783342,0.283493,-0.199857
374837762,0.668918,0.0225128,0.01586,-0.742826,1.044,0.247038,0.448378
374936756,0.666184,0.0258065,0.00562696,-0.745319,1.6628,-1.11723,-1.17664
375045756,0.657722,0.0279577,-0.00614768,-0.752717,0.814955,-0.384511,0.569327
375154756,0.650798,0.0280397,-0.00987456,-0.758668,-0.513439,0.0123117,0.872362
375253756,0.644919,0.0270795,-0.00741894,-0.763735,0.714261,0.362888,-0.202479
375362756,0.640705,0.0240823,-0.00722772,-0.767376,0.338784,0.984747,-0.42349
375461756,0.634494,0.0218807,-0.0181008,-0.772406,0.664301,1.24238,0.619368
375570756,0.633337,0.0199456,-0.0205169,-0.773347,-0.287612,0.391672,0.507044
375669756,0.629134,0.0195397,-0.0254768,-0.776633,-0.677765,0.400464,0.695621
375778756,0.624182,0.0176979,-0.0313057,-0.780451,-0.373442,0.405606,-0.338668
375887756,0.621568,0.015428,-0.0376827,-0.782301,-0.203586,0.529176,0.631286
375986760,0.617877,0.0159753,-0.0416073,-0.785011,0.0314531,0.607306,0.0126285
376095756,0.61259,0.0272115,-0.0292363,-0.789391,-0.892742,0.477523,-0.629726
376194756,0.595958,0.029383,-0.0189213,-0.802255,0.320291,0.0747195,0.696965
376303756,0.610333,0.0281969,-0.0058472,-0.791621,-0.285916,0.148733,0.672505
376402756,0.621145,0.0176539,0.00293601,-0.783491,-0.476014,0.325757,-0.0535912
376511756,0.629961,0.00371005,-0.00763859,-0.77658,0.651882,0.117976,-0.0512746
376620756,0.644676,-8.76626e-05,-0.0119659,-0.764363,-0.377797,-0.231031,0.211177
376719756,0.649275,-0.00379828,-0.0157886,-0.760381,0.0631403,0.31819,0.649435
376828756,0.652611,-0.000529133,-0.0241979,-0.757306,-0.0326898,0.0424132,-0.0747266
376927756,0.650194,0.00168245,-0.0380925,-0.758811,-0.717158,-0.147895,0.881153
377036756,0.641068,-2.23005e-05,-0.0429542,-0.766281,-2.12371,-3.0549,0.5176
377135756,0.637801,0.000500605,-0.0375112,-0.769287,0.163254,-0.0479272,0.104254
377244781,0.641387,-0.001764,-0.0345933,-0.766435,0.359643,0.184583,0.00198538
377353756,0.650439,-0.00172736,-0.0322288,-0.758872,-0.211879,0.351703,-0.271754
377452756,0.667307,0.000264371,-0.032498,-0.744073,0.4334,0.331627,-0.697783
377561756,0.686697,-0.000819137,-0.0371809,-0.725991,-1.06825,-0.178474,0.33849
377660756,0.701003,-0.00300571,-0.0480392,-0.711532,0.583449,0.355053,-0.0671094
377769756,0.713216,-0.00398339,-0.0664209,-0.697779,-0.193624,-0.388956,0.467678
